index,Paper Title,Year,Author,Citation,Publisher,Xref-Year,DOI,Authors,References,Type,Outlet,Abstract,Xref-Title,Xref-DOI
513,A technique for improving text editing on touchscreen devices,2018,G Costagliola,9,Elsevier BV,2018,10.1016/j.jvlc.2018.04.002,"[{""ORCID"": ""http://orcid.org/0000-0003-3816-7765"", ""authenticated-orcid"": false, ""given"": ""Gennaro"", ""family"": ""Costagliola"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Mattia"", ""family"": ""De Rosa"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Vittorio"", ""family"": ""Fuccella"", ""sequence"": ""additional"", ""affiliation"": []}]",29,journal-article,Journal of Visual Languages &amp; Computing,,a technique for improving text editing on touchscreen devices,10.1016/j.jvlc.2018.04.002
514,A text entry interface using smooth pursuit movements and language model,2018,Z Zeng,7,ACM,2018,10.1145/3204493.3207413,"[{""given"": ""Zhe"", ""family"": ""Zeng"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Technische Universit\u00e4t Berlin""}]}, {""given"": ""Matthias"", ""family"": ""Roetting"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Technische Universit\u00e4t Berlin""}]}]",10,proceedings-article,Proceedings of the 2018 ACM Symposium on Eye Tracking Research &amp; Applications,,a text entry interface using smooth pursuit movements and language model,10.1145/3204493.3207413
515,A thumb stroke-based virtual keyboard for sight-free text entry on touch-screen mobile phones,2018,J Lai,5,Hawaii International Conference on System Sciences,2018,10.24251/hicss.2018.039,"[{""given"": ""Jianwei"", ""family"": ""Lai"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Dongsong"", ""family"": ""Zhang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Sen"", ""family"": ""Wang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Isil"", ""family"": ""Yakut Kilic"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Lina"", ""family"": ""Zhou"", ""sequence"": ""additional"", ""affiliation"": []}]",0,proceedings-article,Proceedings of the 51st Hawaii International Conference on System Sciences,,a thumb stroke based virtual keyboard for sight free text entry on touch screen mobile phones,10.24251/hicss.2018.039
516,A Usability Study of the Central-Bantu Multilingual Keyboards,2021,T Chimkono,0,Informa UK Limited,2021,10.1080/10447318.2021.1895530,"[{""ORCID"": ""http://orcid.org/0000-0001-9970-0995"", ""authenticated-orcid"": false, ""given"": ""Thokozani"", ""family"": ""Chimkono"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Department of Computing and Information Technology, University of Malawi: The Polytechnic, Blantyre, Malawi""}]}, {""ORCID"": ""http://orcid.org/0000-0002-8149-7850"", ""authenticated-orcid"": false, ""given"": ""Eunice"", ""family"": ""Mphako-Banda"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Mathematics, University of the Witwatersrand, Wits, Republic of South Africa""}]}, {""ORCID"": ""http://orcid.org/0000-0003-1485-8721"", ""authenticated-orcid"": false, ""given"": ""Amelia"", ""family"": ""Taylor"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computing and Information Technology, University of Malawi: The Polytechnic, Blantyre, Malawi""}]}, {""ORCID"": ""http://orcid.org/0000-0002-5011-6293"", ""authenticated-orcid"": false, ""given"": ""Pascal"", ""family"": ""Kishindo"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Chancellor College, University of Malawi, Zomba, Malawi""}]}]",30,journal-article,International Journal of Human–Computer Interaction,,a usability study of the central bantu multilingual keyboards,10.1080/10447318.2021.1895530
517,A Wearable Input Mechanism for Blind Users of Computers Based on Mental Mapping of Thumb-To-Phalanx Distances,2019,Y Naik,0,ACM,2019,10.1145/3308561.3356109,"[{""given"": ""Yash"", ""family"": ""Naik"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Mumbai, Mumbai, India""}]}]",15,proceedings-article,The 21st International ACM SIGACCESS Conference on Computers and Accessibility,,a wearable input mechanism for blind users of computers based on mental mapping of thumb to phalanx distances,10.1145/3308561.3356109
518,Ability-based Keyboards for Augmentative and Alternative Communication: Understanding How Individuals' Movement Patterns Translate to More Efficient Keyboards¬†‚Ä¶,2022,C Mitchell,0,ACM,2022,10.1145/3491101.3519845,"[{""given"": ""Claire"", ""family"": ""Mitchell"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Delsys, Inc. and Altec, Inc., United States""}]}, {""given"": ""Gabriel"", ""family"": ""Cler"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Speech and Hearing Sciences, University of Washington, United States""}]}, {""given"": ""Susan"", ""family"": ""Fager"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Institute of Rehabilitation Science and Engineering, Madonna Rehabilitation Hospital, United States""}]}, {""given"": ""Paola"", ""family"": ""Contessa"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Delsys, Inc. and Altec, Inc., United States""}]}, {""given"": ""Serge"", ""family"": ""Roy"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Delsys, Inc. and Altec, Inc., United States""}]}, {""given"": ""Gianluca"", ""family"": ""De Luca"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Delsys, Inc. and Altec, Inc., United States""}]}, {""given"": ""Joshua"", ""family"": ""Kline"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Delsys, Inc. and Altec, Inc., United States""}]}, {""given"": ""Jennifer"", ""family"": ""Vojtech"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Delsys, Inc. and Altec, Inc., United States""}]}]",31,proceedings-article,CHI Conference on Human Factors in Computing Systems Extended Abstracts,,ability based keyboards for augmentative and alternative communication understanding how individuals movement patterns translate to more efficient keyboards,10.1145/3491101.3519845
519,Ability-based optimization: design and evaluation of touchscreen keyboards for older adults with dyslexia,2019,S Sarcar,2,ACM,2019,10.1145/3369457.3369519,"[{""given"": ""Sayan"", ""family"": ""Sarcar"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}]",12,proceedings-article,Proceedings of the 31st Australian Conference on Human-Computer-Interaction,,ability based optimization,10.1145/3369457.3369519
520,Acceptability of Speech and Silent Speech Input Methods in Private and Public,2021,L Pandey,6,ACM,2021,10.1145/3411764.3445430,"[{""given"": ""Laxmi"", ""family"": ""Pandey"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Human-Computer Interaction Group University of California, Merced, United States""}]}, {""given"": ""Khalad"", ""family"": ""Hasan"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of British Columbia, Canada""}]}, {""given"": ""Ahmed Sabbir"", ""family"": ""Arif"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Human-Computer Interaction Group University of California, Merced, United States""}]}]",120,proceedings-article,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,,acceptability of speech and silent speech input methods in private and public,10.1145/3411764.3445430
521,Accessible gesture typing for non-visual text entry on smartphones,2019,SM Billah,9,ACM,2019,10.1145/3290605.3300606,"[{""given"": ""Syed Masum"", ""family"": ""Billah"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Stony Brook University, Stony Brook, NY, USA""}]}, {""given"": ""Yu-Jung"", ""family"": ""Ko"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Stony Brook University, Stony Brook, NY, USA""}]}, {""given"": ""Vikas"", ""family"": ""Ashok"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Stony Brook University, Stony Brook, NY, USA""}]}, {""given"": ""Xiaojun"", ""family"": ""Bi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Stony Brook University, Stony Brook, NY, USA""}]}, {""given"": ""IV"", ""family"": ""Ramakrishnan"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Stony Brook University, Stony Brook, NY, USA""}]}]",32,proceedings-article,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,,accessible gesture typing for non visual text entry on smartphones,10.1145/3290605.3300606
522,Acoudigits: Enabling users to input digits in the air,2019,Y Zou,8,IEEE,2019,10.1109/percom.2019.8767415,"[{""given"": ""Yongpan"", ""family"": ""Zou"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Qiang"", ""family"": ""Yang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Yetong"", ""family"": ""Han"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Dan"", ""family"": ""Wang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jiannong"", ""family"": ""Cao"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Kaishun"", ""family"": ""Wu"", ""sequence"": ""additional"", ""affiliation"": []}]",29,proceedings-article,2019 IEEE International Conference on Pervasive Computing and Communications (PerCom,,acoudigits enabling users to input digits in the air,10.1109/percom.2019.8767415
523,AcousticType: Smartwatch-Enabled Cross-Device Text Entry Method Using Keyboard Acoustics,2022,√ú Meteriz,0,ACM,2022,10.1145/3491101.3519691,"[{""given"": ""\u00dclk\u00fc"", ""family"": ""Meteriz Y\u00fdld\u00fdran"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Computer Science, University of Central Florida, United States""}]}, {""given"": ""Necip Faz\u00fdl"", ""family"": ""Y\u00fdld\u00fdran"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Central Florida, United States""}]}, {""given"": ""David"", ""family"": ""Mohaisen"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Central Florida, United States""}]}]",20,proceedings-article,CHI Conference on Human Factors in Computing Systems Extended Abstracts,,acoustictype smartwatch enabled cross device text entry method using keyboard acoustics,10.1145/3491101.3519691
525,Address inputting while driving: a comparison of four alternative text input methods on in-vehicle navigation displays usability and driver distraction,2022,Q Zhong,0,Informa UK Limited,2022,10.1080/15389588.2022.2047958,"[{""ORCID"": ""http://orcid.org/0000-0001-8426-318X"", ""authenticated-orcid"": false, ""given"": ""Qi"", ""family"": ""Zhong"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""School of Design, Southwest Jiaotong University, Chengdu, Sichuan, China""}]}, {""given"": ""Gang"", ""family"": ""Guo"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Mechanical and Vehicle Engineering, Chongqing University, Chongqing, China""}]}, {""given"": ""Jinyi"", ""family"": ""Zhi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Design, Southwest Jiaotong University, Chengdu, Sichuan, China""}]}]",24,journal-article,Traffic Injury Prevention,,address inputting while driving a comparison of four alternative text input methods on in vehicle navigation displays usability and driver distraction,10.1080/15389588.2022.2047958
526,AI-Driven Intelligent Text Correction Techniques for Mobile Text Entry,2021,M Zhang,0,Springer International Publishing,2021,10.1007/978-3-030-82681-9_5,"[{""given"": ""Mingrui Ray"", ""family"": ""Zhang"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""He"", ""family"": ""Wen"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Wenzhe"", ""family"": ""Cui"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Suwen"", ""family"": ""Zhu"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""H."", ""family"": ""Andrew Schwartz"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Xiaojun"", ""family"": ""Bi"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jacob O."", ""family"": ""Wobbrock"", ""sequence"": ""additional"", ""affiliation"": []}]",68,book-chapter,Human–Computer Interaction Series,,ai driven intelligent text correction techniques for mobile text entry,10.1007/978-3-030-82681-9_5
527,Air-Text: Air-Writing and Recognition System,2021,SK Lee,0,ACM,2021,10.1145/3474085.3475694,"[{""given"": ""Sun-Kyung"", ""family"": ""Lee"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""KAIST, Daejeon, Republic of Korea""}]}, {""given"": ""Jong-Hwan"", ""family"": ""Kim"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""KAIST, Daejeon, Republic of Korea""}]}]",35,proceedings-article,Proceedings of the 29th ACM International Conference on Multimedia,,air text,10.1145/3474085.3475694
